43.5904211877, 1.3803214191;{"type": "Point", "coordinates": [1.380321419096876, 43.59042118766065]};bus;65;Arènes / Plaisance Monestié (par CD632);Catala
43.5904211877, 1.3803214191;{"type": "Point", "coordinates": [1.380321419096876, 43.59042118766065]};bus;65;Arènes / Plaisance Monestié (par CD632);Catala
43.5904211877, 1.3803214191;{"type": "Point", "coordinates": [1.380321419096876, 43.59042118766065]};bus;65;Arènes / Plaisance Monestié (par CD632);Catala
43.661455669, 1.48362054555;{"type": "Point", "coordinates": [1.483620545549074, 43.66145566898583]};bus;40;Borderouge / L'Union Malbou;L'Union Malbou
43.6584504301, 1.48433388791;{"type": "Point", "coordinates": [1.484333887913195, 43.65845043014439]};bus;75;Argoulets / Castelmaurou Mairie;Grive
43.6584504301, 1.48433388791;{"type": "Point", "coordinates": [1.484333887913195, 43.65845043014439]};bus;43;Argoulets / St Jean François Mitterrand;Grive
43.6584504301, 1.48433388791;{"type": "Point", "coordinates": [1.484333887913195, 43.65845043014439]};bus;75;Argoulets / Castelmaurou Mairie;Grive
43.6584504301, 1.48433388791;{"type": "Point", "coordinates": [1.484333887913195, 43.65845043014439]};bus;73;Borderouge / St-Jean Lestang;Grive
43.6584504301, 1.48433388791;{"type": "Point", "coordinates": [1.484333887913195, 43.65845043014439]};bus;43;Argoulets / St Jean François Mitterrand;Grive
43.6584504301, 1.48433388791;{"type": "Point", "coordinates": [1.484333887913195, 43.65845043014439]};bus;43;Argoulets / St Jean François Mitterrand;Grive
43.6584504301, 1.48433388791;{"type": "Point", "coordinates": [1.484333887913195, 43.65845043014439]};bus;43;Argoulets / St Jean François Mitterrand;Grive
43.6584504301, 1.48433388791;{"type": "Point", "coordinates": [1.484333887913195, 43.65845043014439]};bus;43;Argoulets / St Jean François Mitterrand;Grive
43.6604191971, 1.48923199801;{"type": "Point", "coordinates": [1.489231998008123, 43.660419197139426]};bus;75;Argoulets / Castelmaurou Mairie;Belle Hôtesse
43.6604191971, 1.48923199801;{"type": "Point", "coordinates": [1.489231998008123, 43.660419197139426]};bus;73;Borderouge / St-Jean Lestang;Belle Hôtesse
43.6604191971, 1.48923199801;{"type": "Point", "coordinates": [1.489231998008123, 43.660419197139426]};bus;73;Borderouge / St-Jean Lestang;Belle Hôtesse
43.6604191971, 1.48923199801;{"type": "Point", "coordinates": [1.489231998008123, 43.660419197139426]};bus;76;Argoulets / Lapeyrouse;Belle Hôtesse
43.6604191971, 1.48923199801;{"type": "Point", "coordinates": [1.489231998008123, 43.660419197139426]};bus;75;Argoulets / Castelmaurou Mairie;Belle Hôtesse
43.6621243537, 1.49528009736;{"type": "Point", "coordinates": [1.49528009736029, 43.66212435366561]};bus;73;Borderouge / St-Jean Lestang;Coteaux
43.6621243537, 1.49528009736;{"type": "Point", "coordinates": [1.49528009736029, 43.66212435366561]};bus;73;Borderouge / St-Jean Lestang;Coteaux
43.6639070124, 1.50144206521;{"type": "Point", "coordinates": [1.501442065211518, 43.66390701243332]};bus;73;Borderouge / St-Jean Lestang;Clair Matin
43.6639070124, 1.50144206521;{"type": "Point", "coordinates": [1.501442065211518, 43.66390701243332]};bus;73;Borderouge / St-Jean Lestang;Clair Matin
43.5889911979, 1.47894888686;{"type": "Point", "coordinates": [1.478948886860227, 43.58899119794432]};bus;23;Jeanne d'Arc / Rangueil;Firmis
43.6298034878, 1.4665430359;{"type": "Point", "coordinates": [1.466543035895621, 43.62980348784807]};bus;38;Empalot / Amouroux;Amouroux
43.5589797678, 1.39837713241;{"type": "Point", "coordinates": [1.398377132413458, 43.55897976776486]};bus;11;Basso Cambo / Empalot;René Valmy
43.5907996315, 1.46956565448;{"type": "Point", "coordinates": [1.469565654484634, 43.59079963154306]};bus;22s;Marengo - SNCF / Gonin;Barrau
43.5799069711, 1.4414939031;{"type": "Point", "coordinates": [1.44149390309837, 43.57990697110202]};bus;52;Empalot / Roquettes Eglise;Empalot
43.6173713933, 1.45464401414;{"type": "Point", "coordinates": [1.454644014144887, 43.61737139333253]};bus;38;Empalot / Amouroux;Arago
43.5614190867, 1.39161230595;{"type": "Point", "coordinates": [1.391612305953623, 43.56141908672199]};bus;58;Basso Cambo / Muret Lycée;Ourliac
43.5472538536, 1.41932087488;{"type": "Point", "coordinates": [1.419320874880601, 43.54725385357024]};bus;52;Empalot / Roquettes Eglise;Larrieu
43.6010077664, 1.42852450478;{"type": "Point", "coordinates": [1.428524504778955, 43.60100776643534]};bus;31;Grand Rond / Compans-Caffarelli;Les Abattoirs
43.6010077664, 1.42852450478;{"type": "Point", "coordinates": [1.428524504778955, 43.60100776643534]};bus;45;Jeanne d'Arc / Pelletier Purpan;Les Abattoirs
43.6182410116, 1.39722258833;{"type": "Point", "coordinates": [1.397222588325622, 43.6182410116223]};bus;46;Arènes / Pelletier Purpan;Ancely
43.6283861212, 1.48223740888;{"type": "Point", "coordinates": [1.48223740887513, 43.628386121191845]};bus;84;Balma - Gramont / Balma-Lasbordes;Balma-Gramont
43.6283861212, 1.48223740888;{"type": "Point", "coordinates": [1.48223740887513, 43.628386121191845]};bus;74;Balma - Gramont / Rouffiac-Tolosan;Balma-Gramont
43.5984366054, 1.44562778036;{"type": "Point", "coordinates": [1.445627780359514, 43.598436605371134]};bus;12s;Cours Dillon / Basso Cambo;Carmes
43.6581924407, 1.47644397942;{"type": "Point", "coordinates": [1.476443979418787, 43.65819244074928]};bus;43;Argoulets / St Jean François Mitterrand;Myosotis
43.6581924407, 1.47644397942;{"type": "Point", "coordinates": [1.476443979418787, 43.65819244074928]};bus;43;Argoulets / St Jean François Mitterrand;Myosotis
43.6496158043, 1.47161358506;{"type": "Point", "coordinates": [1.47161358505877, 43.649615804287436]};bus;40;Borderouge / L'Union Malbou;Bayonne
43.6496158043, 1.47161358506;{"type": "Point", "coordinates": [1.47161358505877, 43.649615804287436]};bus;40;Borderouge / L'Union Malbou;Bayonne
43.6496158043, 1.47161358506;{"type": "Point", "coordinates": [1.47161358505877, 43.649615804287436]};bus;42;Jeanne d'Arc / St Jean Clinique de L'Union;Bayonne
43.6496158043, 1.47161358506;{"type": "Point", "coordinates": [1.47161358505877, 43.649615804287436]};bus;43;Argoulets / St Jean François Mitterrand;Bayonne
43.6496158043, 1.47161358506;{"type": "Point", "coordinates": [1.47161358505877, 43.649615804287436]};bus;73;Borderouge / St-Jean Lestang;Bayonne
43.6496158043, 1.47161358506;{"type": "Point", "coordinates": [1.47161358505877, 43.649615804287436]};bus;73;Borderouge / St-Jean Lestang;Bayonne
43.6496158043, 1.47161358506;{"type": "Point", "coordinates": [1.47161358505877, 43.649615804287436]};bus;75;Argoulets / Castelmaurou Mairie;Bayonne
43.6496158043, 1.47161358506;{"type": "Point", "coordinates": [1.47161358505877, 43.649615804287436]};bus;43;Argoulets / St Jean François Mitterrand;Bayonne
43.6496158043, 1.47161358506;{"type": "Point", "coordinates": [1.47161358505877, 43.649615804287436]};bus;33;Argoulets / Bruguières Mairie;Bayonne
43.6532029784, 1.47092540752;{"type": "Point", "coordinates": [1.470925407515371, 43.65320297837489]};bus;33;Argoulets / Bruguières Mairie;Lilas
43.6532029784, 1.47092540752;{"type": "Point", "coordinates": [1.470925407515371, 43.65320297837489]};bus;43;Argoulets / St Jean François Mitterrand;Lilas
43.6532029784, 1.47092540752;{"type": "Point", "coordinates": [1.470925407515371, 43.65320297837489]};bus;43;Argoulets / St Jean François Mitterrand;Lilas
43.6532029784, 1.47092540752;{"type": "Point", "coordinates": [1.470925407515371, 43.65320297837489]};bus;43;Argoulets / St Jean François Mitterrand;Lilas
43.655970032, 1.47097008146;{"type": "Point", "coordinates": [1.470970081461411, 43.65597003198845]};bus;43;Argoulets / St Jean François Mitterrand;Mimosas
43.655970032, 1.47097008146;{"type": "Point", "coordinates": [1.470970081461411, 43.65597003198845]};bus;43;Argoulets / St Jean François Mitterrand;Mimosas
43.6567323897, 1.47310908534;{"type": "Point", "coordinates": [1.473109085338665, 43.65673238965212]};bus;43;Argoulets / St Jean François Mitterrand;Roses
43.6582676419, 1.47734049805;{"type": "Point", "coordinates": [1.477340498050209, 43.65826764191413]};bus;43;Argoulets / St Jean François Mitterrand;Hortensias
43.6582676419, 1.47734049805;{"type": "Point", "coordinates": [1.477340498050209, 43.65826764191413]};bus;43;Argoulets / St Jean François Mitterrand;Hortensias
43.6568471728, 1.47956324049;{"type": "Point", "coordinates": [1.479563240494452, 43.65684717276279]};bus;73;Borderouge / St-Jean Lestang;Ctre Cial L'Union
43.6568471728, 1.47956324049;{"type": "Point", "coordinates": [1.479563240494452, 43.65684717276279]};bus;75;Argoulets / Castelmaurou Mairie;Ctre Cial L'Union
43.6568471728, 1.47956324049;{"type": "Point", "coordinates": [1.479563240494452, 43.65684717276279]};bus;43;Argoulets / St Jean François Mitterrand;Ctre Cial L'Union
43.6568471728, 1.47956324049;{"type": "Point", "coordinates": [1.479563240494452, 43.65684717276279]};bus;39;Jeanne d'Arc / L'Union Somport;Ctre Cial L'Union
43.6568471728, 1.47956324049;{"type": "Point", "coordinates": [1.479563240494452, 43.65684717276279]};bus;40;Borderouge / L'Union Malbou;Ctre Cial L'Union
43.6568471728, 1.47956324049;{"type": "Point", "coordinates": [1.479563240494452, 43.65684717276279]};bus;43;Argoulets / St Jean François Mitterrand;Ctre Cial L'Union
43.6568471728, 1.47956324049;{"type": "Point", "coordinates": [1.479563240494452, 43.65684717276279]};bus;40;Borderouge / L'Union Malbou;Ctre Cial L'Union
43.6568471728, 1.47956324049;{"type": "Point", "coordinates": [1.479563240494452, 43.65684717276279]};bus;75;Argoulets / Castelmaurou Mairie;Ctre Cial L'Union
43.6551646483, 1.48217483778;{"type": "Point", "coordinates": [1.482174837778822, 43.65516464828928]};bus;40;Borderouge / L'Union Malbou;L'Union Somport
43.6551646483, 1.48217483778;{"type": "Point", "coordinates": [1.482174837778822, 43.65516464828928]};bus;75;Argoulets / Castelmaurou Mairie;L'Union Somport
43.6551646483, 1.48217483778;{"type": "Point", "coordinates": [1.482174837778822, 43.65516464828928]};bus;75;Argoulets / Castelmaurou Mairie;L'Union Somport
43.653379218, 1.48458290555;{"type": "Point", "coordinates": [1.484582905547396, 43.65337921801058]};bus;40;Borderouge / L'Union Malbou;Montcalm
43.653379218, 1.48458290555;{"type": "Point", "coordinates": [1.484582905547396, 43.65337921801058]};bus;40;Borderouge / L'Union Malbou;Montcalm
43.653379218, 1.48458290555;{"type": "Point", "coordinates": [1.484582905547396, 43.65337921801058]};bus;75;Argoulets / Castelmaurou Mairie;Montcalm
43.6522376361, 1.4835901567;{"type": "Point", "coordinates": [1.483590156698095, 43.65223763612545]};bus;40;Borderouge / L'Union Malbou;Biarritz
43.6522376361, 1.4835901567;{"type": "Point", "coordinates": [1.483590156698095, 43.65223763612545]};bus;75;Argoulets / Castelmaurou Mairie;Biarritz
43.6513716757, 1.47963334971;{"type": "Point", "coordinates": [1.479633349714156, 43.65137167570966]};bus;40;Borderouge / L'Union Malbou;Ronceveaux
43.6513716757, 1.47963334971;{"type": "Point", "coordinates": [1.479633349714156, 43.65137167570966]};bus;40;Borderouge / L'Union Malbou;Ronceveaux
43.649995874, 1.47685859409;{"type": "Point", "coordinates": [1.476858594087038, 43.6499958739554]};bus;75;Argoulets / Castelmaurou Mairie;Bidart
43.649995874, 1.47685859409;{"type": "Point", "coordinates": [1.476858594087038, 43.6499958739554]};bus;40;Borderouge / L'Union Malbou;Bidart
43.6495380873, 1.47415403595;{"type": "Point", "coordinates": [1.474154035950923, 43.64953808733506]};bus;40;Borderouge / L'Union Malbou;Val d'Aran
43.6495380873, 1.47415403595;{"type": "Point", "coordinates": [1.474154035950923, 43.64953808733506]};bus;75;Argoulets / Castelmaurou Mairie;Val d'Aran
43.64822118, 1.48093429769;{"type": "Point", "coordinates": [1.480934297688113, 43.64822117998685]};bus;42;Jeanne d'Arc / St Jean Clinique de L'Union;Orthez
43.6486793666, 1.49234953797;{"type": "Point", "coordinates": [1.492349537967433, 43.64867936663497]};bus;42;Jeanne d'Arc / St Jean Clinique de L'Union;Mandelieu
43.6539661463, 1.503565824;{"type": "Point", "coordinates": [1.503565823996625, 43.65396614625619]};bus;43;Argoulets / St Jean François Mitterrand;Açores
43.6539661463, 1.503565824;{"type": "Point", "coordinates": [1.503565823996625, 43.65396614625619]};bus;43;Argoulets / St Jean François Mitterrand;Açores
43.6539661463, 1.503565824;{"type": "Point", "coordinates": [1.503565823996625, 43.65396614625619]};bus;42;Jeanne d'Arc / St Jean Clinique de L'Union;Açores
43.6537806267, 1.50700660318;{"type": "Point", "coordinates": [1.507006603175847, 43.65378062665919]};bus;43;Argoulets / St Jean François Mitterrand;Renée Aspe
43.6540993311, 1.51053125348;{"type": "Point", "coordinates": [1.510531253484494, 43.65409933105318]};bus;42;Jeanne d'Arc / St Jean Clinique de L'Union;Flotis
43.6540993311, 1.51053125348;{"type": "Point", "coordinates": [1.510531253484494, 43.65409933105318]};bus;43;Argoulets / St Jean François Mitterrand;Flotis
43.6540993311, 1.51053125348;{"type": "Point", "coordinates": [1.510531253484494, 43.65409933105318]};bus;42;Jeanne d'Arc / St Jean Clinique de L'Union;Flotis
43.6613802062, 1.51256866688;{"type": "Point", "coordinates": [1.512568666881654, 43.66138020621678]};bus;74;Balma - Gramont / Rouffiac-Tolosan;Stade
43.6635839696, 1.50953933107;{"type": "Point", "coordinates": [1.509539331065572, 43.66358396957329]};bus;74;Balma - Gramont / Rouffiac-Tolosan;Blanqui
43.6590666267, 1.47782089865;{"type": "Point", "coordinates": [1.477820898647211, 43.65906662671571]};bus;40;Borderouge / L'Union Malbou;Cèdres
43.6616537597, 1.47604871814;{"type": "Point", "coordinates": [1.476048718135106, 43.661653759734094]};bus;40;Borderouge / L'Union Malbou;Côte de Cornaudric
43.6624361661, 1.47469157078;{"type": "Point", "coordinates": [1.474691570782818, 43.6624361661361]};bus;40;Borderouge / L'Union Malbou;Jasmin
43.6624361661, 1.47469157078;{"type": "Point", "coordinates": [1.474691570782818, 43.6624361661361]};bus;40;Borderouge / L'Union Malbou;Jasmin
43.6638408421, 1.4737676391;{"type": "Point", "coordinates": [1.473767639103445, 43.66384084212534]};bus;40;Borderouge / L'Union Malbou;Tourterelles
43.6638408421, 1.4737676391;{"type": "Point", "coordinates": [1.473767639103445, 43.66384084212534]};bus;40;Borderouge / L'Union Malbou;Tourterelles
43.6673438802, 1.4767965416;{"type": "Point", "coordinates": [1.476796541604254, 43.6673438801715]};bus;40;Borderouge / L'Union Malbou;Pitchounelle
43.6665017416, 1.47980129879;{"type": "Point", "coordinates": [1.479801298793327, 43.66650174161916]};bus;40;Borderouge / L'Union Malbou;Agout
43.6665017416, 1.47980129879;{"type": "Point", "coordinates": [1.479801298793327, 43.66650174161916]};bus;40;Borderouge / L'Union Malbou;Agout
43.6657124764, 1.4831510255;{"type": "Point", "coordinates": [1.483151025502573, 43.665712476355125]};bus;40;Borderouge / L'Union Malbou;Séoune
43.664035968, 1.48434335826;{"type": "Point", "coordinates": [1.484343358259799, 43.664035968035776]};bus;40;Borderouge / L'Union Malbou;Condor
43.5904211877, 1.3803214191;{"type": "Point", "coordinates": [1.380321419096876, 43.59042118766065]};bus;46;Arènes / Pelletier Purpan;Catala
43.5904211877, 1.3803214191;{"type": "Point", "coordinates": [1.380321419096876, 43.59042118766065]};bus;65;Arènes / Plaisance Monestié (par CD632);Catala
43.661455669, 1.48362054555;{"type": "Point", "coordinates": [1.483620545549074, 43.66145566898583]};bus;40;Borderouge / L'Union Malbou;L'Union Malbou
43.6584504301, 1.48433388791;{"type": "Point", "coordinates": [1.484333887913195, 43.65845043014439]};bus;43;Argoulets / St Jean François Mitterrand;Grive
